"","slope","Tm","min"
"769829916",0.152978632773203,33.422742933158,0.112848896775291
"769830255",0.414055619078008,34.5345580883695,0.150509195609863
"769831548",0.267313342774328,34.8822135126184,0.141981638959667
"769831834",0.173911232108251,34.6856236572248,0.0916084808034615
"769831911",0.2655499734263,33.8709067714716,0.119716832963067
"769832396",0.268848872419729,33.9536889056187,0.1183070835241
"769834659",0.332797266142423,34.7998548367053,0.123057650630418
"769835004",0.379227290723113,34.2159049546704,0.1681080576706
"769835754",0.398051691811352,34.4889956197053,0.141767803185603
"769835901",0.236637834184581,34.1872190576883,0.140532010328065
"769836105",0.331382579362883,33.8406718611008,0.212504578889246
"769836353",0.294852712270325,34.506005138517,0.122025282073104
"769836682",0.190852033724659,34.2738732287697,0.13378054732598
"769836882",0.570553750525831,34.2901911519115,0.184136143990204
"769837003",0.300563511220834,33.934590841886,0.200645991095419
"769837074",0.185180770820968,33.116959701235,0.0644644349457674
"769837096",0.35709813928605,33.8516601969508,0.13768451563299
"769837255",0.18385519972621,34.1770511246063,0.120812364629702
"769837339",0.222649708598372,33.6563611032283,0.132237993100674
"769838199",0.380185119027414,33.9634992790837,0.169202944334231
"769838260",0.226492666861936,34.4710285383685,0.154073888094276
"769839252",0.275573158008731,34.6242640473431,0.131021193622801
"769839576",0.301299200036319,34.1808128436806,0.123981155454421
"769840091",0.433976773653546,33.7570435378897,0.220704362775961
"769840120",0.295576375372004,33.9867664385222,0.142387783908699
"769840245",0.240546531890309,33.8658187811692,0.209237679474173
"769840844",0.334222170076768,34.1729824376823,0.168397673139982
"769841563",0.193558883482148,33.7736077904991,0.128553418549158
"769842333",0.208935498710466,33.9145185117448,0.078729382906237
"769842700",0.282612586514921,34.2474080500573,0.137916814306163
"769843321",0.213099353573099,33.4344606760001,0.0709207395382862
"769843800",0.196465213157942,33.3795219833605,0.0729504426289821
"769843902",0.313060169729839,34.2338876715983,0.144641535138225
"769843996",0.15260317637965,33.3362119379825,0.0798734413996611
"769844206",0.137090830766055,32.1222551358655,0.0554358102119537
"769844214",0.373072423439873,34.0014139262902,0.187952136878266
"769844760",0.332343499598795,34.1565152946823,0.161152070936548
"769845031",0.0399658111569054,40.0926692386491,-0.15109635663203
"769845209",0.20520407584085,33.6082940117338,0.167015384896634
"769845281",0.196215911696153,33.5141709430134,0.0583987594352103
"769845949",0.251705194645913,33.6826684022747,0.104483996135902
"769846835",0.288157787551701,34.0929725252923,0.112741484849734
"769846903",0.269170607422905,34.0169499071828,0.152590070364815
"769847494",0.191998729530896,34.5402761831581,0.0976012364110817
"769847774",0.204323387446186,34.0884141481228,0.140887438651699
"769848630",0.231057269974087,34.097802556104,0.0695149093310192
"769848741",0.164880749933111,32.9585742090573,0.141962605542016
"769849064",0.157734165720689,34.2604425753053,0.0962771188725665
"769849193",0.251014412737716,34.2042385809491,0.122651967157682
"769849279",0.21218235212998,33.9815444112431,0.13166250911757
"769849319",0.169235069285697,33.1642436055258,0.129670796670595
"769852202",0.277479673838816,34.9166886200368,0.099844938344077
"769852227",0.348166556448474,34.7434251332275,0.13185454470686
"769853175",0.179185636036951,34.0127471179607,0.090051705364009
"769853339",0.288555968423206,34.0428933528954,0.146691350500242
"769853381",0.303951291509693,34.0845902873303,0.165267105726065
"769853980",0.330534461716695,34.3052597112015,0.145718906936219
"769854116",0.168450219771371,33.4433471431804,0.0646138076971275
"769854788",0.318464723293688,34.0381804731695,0.148088752974727
"769855011",0.280241188629198,34.1122112687423,0.127078586036577
"769855164",0.149013012959131,33.5774297310574,0.050429871005294
"769855638",0.196054671674479,34.2223732619083,0.102947354087736
"769855817",0.264713389643988,34.515156783972,0.135879681514564
"769855992",0.177900453249066,34.9547484297287,0.0771519341513156
"769856071",0.149013012959131,33.5774297310574,0.050429871005294
"769856378",0.221889694649426,34.152447241207,0.0561852837719882
"769857383",0.173563720451585,32.9069501510328,0.0829339733353584
"769857577",0.252751660352306,34.2625782194206,0.148904999026532
"769857603",0.180608681647462,32.7528176197765,0.0849982481780092
"769857915",0.24316921388935,34.0351883082106,0.0897001337278317
"769858875",0.0134107908575995,454.200035170777,-150.424804349324
"769859538",0.180771278423869,32.8278307992401,0.0571854406948383
"769859585",0.20313400847076,33.7696581662866,0.0594003752401155
"769859727",0.0389752460161287,40.2167213952087,-0.126652363770955
"769859731",0.0128120102193357,472.613488997988,-141.432762237924
"769859858",0.0367192760224488,45.9795910505639,-0.244062865056152
"769859864",0.0140000580697204,446.651167012565,-166.596502080384
"769860011",0.342402363257483,34.4357154535096,0.127348137759661
"769860019",0.333634542753309,34.1519444492333,0.163471615051698
"769861310",0.283340835666348,34.6180883186871,0.139103706498059
"769861993",0.24636373958231,34.4142701882559,0.0764752934555741
"769862074",0.292090316681641,33.6996455675485,0.115316384969447
"769862115",0.249587450031625,33.9097545006672,0.146098723902412
"769862226",0.276803446403558,33.7824594535373,0.0652530878006471
"769862463",0.184718346240101,34.1216750779014,0.106811658201033
"769863326",0.188634620197515,33.9548627563159,0.0721615435988
"769864843",0.146026857342002,33.3016946247483,0.0433793094360446
"769865238",0.363658603538033,34.1764381367399,0.138372429210655
"769865548",0.255165145665702,34.1645496681734,0.0968982294993979
"769865653",0.308217543969623,34.3926794183406,0.126917872580904
"769865755",0.257577820385941,34.1396361886728,0.0982025872111137
"769866073",0.297525728276283,34.4032605932312,0.140750219746098
"769866308",0.334823717471621,33.8924001128462,0.143216872642692
"769867367",0.344126956875905,33.9031911467034,0.184297487522904
"769867742",0.206703524220314,33.6186008463671,0.0764632773485876
"769867797",0.378879444196683,34.4422047703997,0.146736574074176
"769868047",0.28997466912822,34.347417623617,0.100172678549849
"769868338",0.184123220422178,32.8781716908835,0.0941795468574693
"769868833",0.318196927683013,34.4909613878627,0.18099106951119
"769868963",0.307695142405395,34.2910966414976,0.1210279559409
